speciesGroup,taxonomicRankKingdom,taxonomicRankPhylum,taxonomicRankClass,taxonomicRankOrder,taxonomicRankFamily,taxonomicRankGenus,taxonomicRankSpecies,endemicToEurope,europeanRegionalRedListCategory,populationTrend
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,ligea,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,manto,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,medusa,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,melampus,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,melas,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,meolans,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,mnestra,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,montana,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,neoridas,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,nivalis,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,oeme,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,orientalis,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,ottomana,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,palarica,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,pandrose,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,pharte,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,pluto,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,polaris,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,pronoe,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,rhodopensis,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,rondoui,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,rossii,No,NA,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,scipio,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,sthennyo,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,stiria,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,styx,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,sudetica,Yes,VU,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,triaria,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,tyndarus,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,zapateri,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euphydryas,aurinia,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euphydryas,cynthia,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euphydryas,desfontainii,No,NT,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euphydryas,iduna,No,NT,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euphydryas,intermedia,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Euphydryas,maturna,No,VU,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,aristaeus,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,autonoe,No,LC,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,azorina,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,bacchus,Yes,VU,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,christenseni,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,cretica,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,cypriensis,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,fagi,Yes,NT,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,fatua,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,fidia,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,gomera,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,hermione,No,NT,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,leighebi,Yes,NT,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,maderensis,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,mersina,No,NA,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,miguelensis,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,neapolitana,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,neomiris,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,pellucida,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,sbordonii,Yes,NT,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,semele,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,senthes,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,statilinus,No,NT,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,syriaca,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,tamadabae,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,tilosi,Yes,VU,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,volgensis,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,wyssii,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hyponephele,huebneri,No,NA,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hyponephele,lupina,No,LC,Increasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hyponephele,lycaon,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Issoria,eugenia,No,NA,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Issoria,lathonia,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Kirinia,climene,No,LC,Increasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Kirinia,roxelana,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Lasiommata,maera,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Lasiommata,megera,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Lasiommata,paramegaera,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Lasiommata,petropolitana,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Limenitis,camilla,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Limenitis,populi,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Limenitis,reducta,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Lopinga,achine,No,VU,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Lopinga,deidamia,No,NA,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Maniola,chia,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Maniola,cypricola,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Maniola,halicarnassus,No,NT,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Maniola,jurtina,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Maniola,megala,No,NA,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Maniola,nurag,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Maniola,telmessia,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melanargia,arge,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melanargia,galathea,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melanargia,ines,No,LC,Increasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melanargia,lachesis,Yes,LC,Increasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melanargia,larissa,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melanargia,occitanica,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melanargia,pherusa,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melanargia,russiae,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,aetherie,No,LC,Increasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,arduinna,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,asteria,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,athalia,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,aurelia,No,NT,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,britomartis,No,NT,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,cinxia,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,deione,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,diamina,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,didyma,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,parthenoides,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,phoebe,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,telona,No,DD,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,trivia,No,LC,Increasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Melitaea,varia,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Minois,dryas,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Neptis,rivularis,No,LC,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Neptis,sappho,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Nymphalis,antiopa,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Nymphalis,polychloros,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Nymphalis,vaualbum,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Nymphalis,xanthomelas,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Oeneis,bore,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Oeneis,glacialis,Yes,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Oeneis,jutta,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Oeneis,magna,No,NA,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Oeneis,melissa,No,NA,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Oeneis,norna,No,NT,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Oeneis,polixenes,No,NA,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Oeneis,tarpeia,No,LC,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pararge,aegeria,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pararge,xiphia,Yes,EN,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pararge,xiphioides,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Polygonia,Central album,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Polygonia,egea,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Proterebia,afra,No,LC,Increasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,amymone,Yes,VU,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,anthelea,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,cingovskii,Yes,CR,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,euxina,Yes,EN,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,geyeri,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,graeca,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,hippolyte,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,mniszechii,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,orestes,Yes,VU,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pyronia,bathseba,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pyronia,cecilia,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pyronia,tithonus,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Satyrus,actaea,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Satyrus,ferula,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Satyrus,virbius,Yes,LC,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Vanessa,atalanta,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Vanessa,cardui,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Vanessa,virginiensis,No,NA,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Vanessa,vulcania,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Ypthima,asterope,No,NA,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Archon,apollinus,No,NT,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Iphiclides,podalirius,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,alexanor,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,hospiton,Yes,LC,Increasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,machaon,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parnassius,apollo,No,NT,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parnassius,mnemosyne,No,NT,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parnassius,phoebus,No,NT,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Zerynthia,caucasica,No,NA,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Zerynthia,cerisy,No,NT,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Zerynthia,cretica,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Zerynthia,polyxena,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Zerynthia,rumina,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Anthocharis,cardamines,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Anthocharis,damone,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Anthocharis,euphenoides,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Anthocharis,gruneri,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Aporia,crataegi,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Catopsilia,florella,No,NA,Increasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,alfacariensis,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,aurorina,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,caucasica,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,chrysotheme,No,VU,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,crocea,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,erate,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,hecla,No,NT,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,hyale,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,myrmidone,No,EN,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,palaeno,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,phicomone,Yes,NT,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colias,tyche,No,LC,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Colotis,evagore,No,NA,Increasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Euchloe,ausonia,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Euchloe,bazae,Yes,VU,Decreasing
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Euchloe,belemia,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Euchloe,charlonia,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Euchloe,crameri,No,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Euchloe,eversi,Yes,LC,Unknown
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Euchloe,grancanariensis,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Euchloe,hesperidum,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Euchloe,insularis,Yes,LC,Stable
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Euchloe,penia,No,LC,Stable
